Client Order ID,Instrument,Side,Quantity,Price
o005489,Tulip,2,550,10.5
o005490,Lotus,2,50,10.0
o005491,Tulip,1,460,15.0
o005492,Lavender,2,260,10.5
o005493,Orchid,2,350,19.0
o005494,Tulip,1,600,17.0
o005495,Rose,1,820,19.0
o005496,Lotus,1,730,16.0
o005497,Lavender,2,270,10.5
o005498,Lotus,2,930,10.0
o005499,Lavender,2,450,11.5
o005500,Lavender,1,600,16.5
o005501,Lavender,2,390,13.5
o005502,Rose,2,790,14.5
o005503,Orchid,2,790,16.0
o005504,Lotus,2,530,16.5
o005505,Lavender,2,430,14.0
o005506,Lotus,1,400,14.0
o005507,Rose,2,790,11.5
o005508,Tulip,1,970,19.5
o005509,Lavender,2,360,19.0
o005510,Tulip,2,290,19.0
o005511,Lotus,2,340,10.0
o005512,Orchid,1,190,13.5
o005513,Rose,2,650,16.5
o005514,Lavender,2,930,13.0
o005515,Orchid,2,130,13.5
o005516,Lavender,1,20,19.0
o005517,Tulip,1,80,12.5
o005518,Rose,2,980,10.5
o005519,Tulip,2,390,18.0
o005520,Lotus,1,370,16.5
o005521,Lotus,2,610,19.0
o005522,Lavender,1,50,13.5
o005523,Rose,1,390,14.0
o005524,Orchid,2,390,16.0
o005525,Rose,1,930,19.5
o005526,Lavender,1,40,12.0
o005527,Lotus,1,180,11.5
o005528,Lavender,2,430,16.0
o005529,Lotus,2,250,15.0
o005530,Orchid,2,810,17.5
o005531,Rose,2,110,19.0
o005532,Orchid,1,90,14.0
o005533,Lotus,2,250,14.0
o005534,Lotus,2,500,13.5
o005535,Rose,1,290,18.5
o005536,Orchid,2,70,13.0
o005537,Lotus,1,250,16.5
o005538,Lavender,1,50,13.5
o005539,Lavender,2,590,14.5
o005540,Lavender,2,530,13.0
o005541,Rose,1,390,13.5
o005542,Tulip,2,650,16.0
o005543,Orchid,1,50,18.5
o005544,Lotus,1,730,14.0
o005545,Tulip,1,200,11.0
o005546,Tulip,2,370,11.0
o005547,Tulip,2,250,10.5
o005548,Lotus,1,410,10.5
o005549,Lavender,1,690,15.5
o005550,Rose,1,210,18.5
o005551,Orchid,2,550,16.0
o005552,Lotus,1,580,15.0
o005553,Lavender,1,260,12.0
o005554,Orchid,1,800,13.5
o005555,Rose,1,30,12.0
o005556,Lotus,2,740,11.5
o005557,Lavender,1,20,13.5
o005558,Rose,1,260,14.0
o005559,Tulip,2,570,11.0
o005560,Rose,2,590,15.5
o005561,Rose,2,550,12.0
o005562,Tulip,2,970,15.0
o005563,Lavender,1,230,14.0
o005564,Lotus,1,80,11.0
o005565,Lavender,1,950,19.0
o005566,Orchid,2,630,12.5
o005567,Lavender,1,280,14.0
o005568,Lavender,1,170,18.5
o005569,Lotus,2,90,19.0
o005570,Rose,1,590,12.5
o005571,Lavender,1,380,10.5
o005572,Lotus,1,570,16.5
o005573,Lotus,2,940,11.5
o005574,Tulip,2,420,14.0
o005575,Tulip,1,800,19.5
o005576,Lavender,2,70,16.0
o005577,Lotus,1,690,17.0
o005578,Lavender,2,810,12.0
o005579,Lotus,1,240,12.0
o005580,Lotus,1,750,15.0
o005581,Tulip,2,980,18.5
o005582,Lotus,2,650,12.0
o005583,Lavender,2,320,13.0
o005584,Tulip,1,240,11.5
o005585,Lavender,1,120,10.5
o005586,Rose,2,660,10.5
o005587,Lavender,2,890,18.5
o005588,Tulip,1,860,11.0
o005589,Tulip,1,630,14.5
o005590,Rose,1,770,12.0
o005591,Lotus,1,760,19.5
o005592,Orchid,2,890,15.5
o005593,Lavender,2,950,11.5
o005594,Tulip,1,230,12.5
o005595,Lavender,2,500,14.0
o005596,Lavender,1,720,17.0
o005597,Lavender,1,30,15.5
o005598,Lotus,1,190,11.5
o005599,Tulip,1,490,15.0
o005600,Lotus,2,250,13.0
o005601,Rose,1,260,14.5
o005602,Lotus,2,570,10.0
o005603,Lotus,2,660,19.5
o005604,Orchid,2,20,14.0
o005605,Tulip,1,220,10.0
o005606,Lotus,2,990,18.0
o005607,Lotus,1,790,15.0
o005608,Lavender,2,640,14.0
o005609,Orchid,1,510,16.5
o005610,Lavender,1,770,15.0
o005611,Tulip,1,350,12.5
o005612,Tulip,2,610,15.0
o005613,Lavender,1,460,19.0
o005614,Lavender,1,540,11.0
o005615,Tulip,2,700,11.0
o005616,Lavender,1,40,15.5
o005617,Orchid,1,200,19.0
o005618,Lotus,1,100,15.0
o005619,Tulip,1,60,12.0
o005620,Orchid,2,410,19.0
o005621,Tulip,1,560,13.5
o005622,Tulip,1,830,16.5
o005623,Lavender,2,860,12.5
o005624,Rose,2,490,11.0
o005625,Lotus,2,800,18.0
o005626,Rose,2,130,13.0
o005627,Lavender,1,290,18.5
o005628,Rose,1,350,19.0
o005629,Orchid,1,910,12.5
o005630,Rose,1,230,12.0
o005631,Rose,1,100,15.5
o005632,Lotus,1,920,15.5
o005633,Orchid,1,560,18.5
o005634,Tulip,2,520,14.5
o005635,Rose,1,980,19.0
o005636,Rose,2,340,18.5
o005637,Orchid,1,500,14.5
o005638,Lotus,1,870,10.0
o005639,Rose,2,230,19.0
o005640,Orchid,2,570,18.0
o005641,Tulip,1,410,18.0
o005642,Lotus,2,820,16.0
o005643,Lotus,2,960,14.5
o005644,Rose,2,930,12.0
o005645,Lavender,2,850,12.5
o005646,Rose,1,920,16.5
o005647,Lavender,1,100,13.0
o005648,Lavender,1,400,11.0
o005649,Rose,2,210,19.5
o005650,Lotus,1,150,14.5
o005651,Tulip,1,120,17.5
o005652,Orchid,2,200,16.5
o005653,Orchid,2,740,18.0
o005654,Rose,1,660,13.0
o005655,Rose,1,80,13.5
o005656,Tulip,2,530,10.0
o005657,Lavender,1,80,10.0
o005658,Lotus,1,960,12.5
o005659,Orchid,2,250,18.5
o005660,Tulip,1,130,10.0
o005661,Lotus,1,420,12.5
o005662,Lotus,1,680,13.5
o005663,Orchid,1,460,18.5
o005664,Lavender,2,790,12.5
o005665,Orchid,1,80,17.0
o005666,Tulip,2,210,17.0
o005667,Tulip,1,300,12.5
o005668,Orchid,1,650,19.5
o005669,Tulip,1,280,17.5
o005670,Tulip,1,650,15.0
o005671,Rose,2,230,16.0
o005672,Tulip,1,320,16.5
o005673,Orchid,2,1000,11.5
o005674,Rose,1,250,12.0
o005675,Orchid,1,260,13.5
o005676,Orchid,1,130,18.5
o005677,Orchid,1,450,12.5
o005678,Tulip,1,680,17.5
o005679,Lotus,1,520,17.5
o005680,Tulip,2,130,10.5
o005681,Tulip,2,750,12.5
o005682,Rose,1,840,14.0
o005683,Lavender,1,800,12.0
o005684,Tulip,2,530,11.5
o005685,Tulip,1,460,19.0
o005686,Tulip,1,700,14.5
o005687,Lotus,2,230,10.0
o005688,Lavender,2,490,15.5
o005689,Tulip,2,980,12.5
o005690,Orchid,2,740,11.5
o005691,Lavender,2,580,13.0
o005692,Lotus,1,440,15.0
o005693,Lavender,2,860,16.5
o005694,Rose,2,950,14.5
o005695,Lavender,1,570,14.0
o005696,Tulip,1,980,19.5
o005697,Tulip,2,760,14.5
o005698,Rose,2,740,19.5
o005699,Tulip,2,30,18.5
o005700,Rose,2,400,17.5
o005701,Lotus,2,880,19.5
o005702,Orchid,2,520,14.0
o005703,Rose,1,780,18.0
o005704,Lotus,1,530,17.0
o005705,Lavender,2,590,18.0
o005706,Lotus,1,520,19.0
o005707,Orchid,1,490,14.5
o005708,Orchid,1,340,14.5
o005709,Lotus,1,780,12.5
o005710,Orchid,2,20,15.0
o005711,Lavender,1,50,12.5
o005712,Tulip,1,590,10.5
o005713,Tulip,2,380,18.5
o005714,Orchid,1,30,18.5
o005715,Lavender,2,690,14.0
o005716,Lotus,1,990,13.5
o005717,Rose,1,860,10.5
o005718,Lotus,2,400,18.5
o005719,Orchid,1,800,19.5
o005720,Tulip,2,960,11.5
o005721,Orchid,2,540,13.5
o005722,Rose,1,580,15.5
o005723,Rose,1,10,13.0
o005724,Rose,2,930,16.0
o005725,Tulip,1,760,19.5
o005726,Lotus,1,30,15.5
o005727,Tulip,2,130,18.5
o005728,Lotus,1,570,18.5
o005729,Lotus,2,580,19.0
o005730,Rose,2,930,10.0
o005731,Rose,2,210,16.5
o005732,Rose,1,150,13.0
o005733,Tulip,2,890,11.5
o005734,Rose,1,350,14.5
o005735,Lotus,2,170,19.5
o005736,Orchid,1,510,17.5
o005737,Lotus,2,550,18.5
o005738,Tulip,2,220,14.5
o005739,Rose,2,190,12.0
o005740,Rose,2,450,19.5
o005741,Orchid,2,620,12.0
o005742,Lotus,2,990,12.5
o005743,Lavender,1,160,19.5
o005744,Rose,2,310,13.0
o005745,Lotus,2,40,14.0
o005746,Tulip,2,620,16.0
o005747,Lotus,2,880,15.0
o005748,Lotus,1,770,16.5
o005749,Lotus,1,130,13.5
o005750,Orchid,1,410,10.0
o005751,Tulip,1,180,14.5
o005752,Lotus,2,280,11.5
o005753,Lavender,1,10,13.5
o005754,Tulip,1,850,12.5
o005755,Rose,1,920,17.5
o005756,Lavender,1,820,17.0
o005757,Tulip,1,550,14.0
o005758,Orchid,1,800,15.5
o005759,Orchid,2,920,15.0
o005760,Orchid,2,220,12.5
o005761,Orchid,2,220,15.5
o005762,Lavender,2,130,16.0
o005763,Rose,2,630,15.5
o005764,Orchid,1,580,11.0
o005765,Rose,2,70,18.0
o005766,Rose,2,400,19.5
o005767,Rose,2,580,17.0
o005768,Lotus,2,610,13.5
o005769,Lotus,1,460,12.0
o005770,Lotus,2,680,14.5
o005771,Rose,2,160,15.5
o005772,Orchid,2,900,19.0
o005773,Tulip,1,340,14.5
o005774,Orchid,1,50,15.0
o005775,Lavender,2,660,18.5
o005776,Rose,1,250,11.5
o005777,Orchid,1,540,11.0
o005778,Rose,1,310,18.0
o005779,Orchid,1,550,10.5
o005780,Orchid,2,650,18.5
o005781,Lavender,1,460,12.5
o005782,Tulip,2,260,10.0
o005783,Lotus,2,240,15.0
o005784,Rose,2,240,11.5
o005785,Tulip,2,530,15.0
o005786,Lavender,2,940,13.5
o005787,Tulip,1,130,18.0
o005788,Orchid,1,460,16.5
o005789,Tulip,1,380,14.0
o005790,Tulip,2,120,17.5
o005791,Tulip,2,210,19.0
o005792,Tulip,1,400,13.5
o005793,Lavender,2,180,19.0
o005794,Orchid,2,490,16.5
o005795,Lotus,2,70,19.5
o005796,Orchid,1,890,10.5
o005797,Rose,1,690,19.5
o005798,Orchid,2,620,13.5
o005799,Orchid,1,690,13.5
o005800,Lotus,1,130,11.0
o005801,Orchid,2,850,18.0
o005802,Lotus,2,220,14.5
o005803,Tulip,2,950,18.0
o005804,Orchid,2,800,19.5
o005805,Tulip,2,570,12.5
o005806,Orchid,2,1000,17.5
o005807,Lotus,2,970,18.0
o005808,Lavender,1,760,10.5
o005809,Lavender,1,100,17.0
o005810,Orchid,2,940,18.5
o005811,Orchid,1,180,14.5
o005812,Orchid,1,820,19.5
o005813,Tulip,1,600,10.0
o005814,Lotus,2,340,15.0
o005815,Rose,2,270,16.5
o005816,Tulip,1,670,16.0
o005817,Orchid,1,110,12.5
o005818,Lavender,1,270,18.0
o005819,Orchid,2,970,16.5
o005820,Orchid,1,1000,11.0
o005821,Orchid,1,790,17.5
o005822,Orchid,1,360,15.0
o005823,Orchid,1,30,19.5
o005824,Orchid,1,140,17.0
o005825,Tulip,1,480,15.0
o005826,Lavender,2,550,19.0
o005827,Lavender,1,480,11.0
o005828,Lotus,1,970,17.0
o005829,Rose,2,250,12.0
o005830,Tulip,1,960,11.5
o005831,Rose,1,750,11.0
o005832,Rose,1,690,12.0
o005833,Orchid,2,400,12.0
o005834,Lotus,2,160,13.5
o005835,Tulip,1,740,10.5
o005836,Orchid,2,690,11.5
o005837,Orchid,1,60,14.5
o005838,Lotus,1,180,14.5
o005839,Lavender,2,270,16.0
o005840,Rose,2,900,18.0
o005841,Tulip,1,490,16.0
o005842,Lavender,2,110,13.0
o005843,Lotus,2,730,13.5
o005844,Lavender,2,310,19.5
o005845,Rose,1,810,15.0
o005846,Orchid,2,970,16.5
o005847,Rose,2,820,14.5
o005848,Tulip,1,120,15.0
o005849,Tulip,2,310,19.0
o005850,Tulip,1,460,15.5
o005851,Rose,1,490,14.5
o005852,Lavender,2,870,19.5
o005853,Rose,1,660,13.5
o005854,Tulip,2,240,17.0
o005855,Rose,1,700,19.5
o005856,Tulip,2,530,10.0
o005857,Lotus,1,380,12.5
o005858,Orchid,1,490,14.0
o005859,Lotus,1,910,16.5
o005860,Rose,1,140,19.5
o005861,Tulip,2,820,13.0
o005862,Lotus,2,530,14.0
o005863,Rose,2,160,10.5
o005864,Lavender,1,180,17.5
o005865,Lavender,1,340,12.0
o005866,Tulip,2,270,16.5
o005867,Lavender,1,340,14.0
o005868,Lotus,2,150,18.0
o005869,Orchid,1,760,15.0
o005870,Lavender,1,740,16.5
o005871,Orchid,1,540,17.5
o005872,Tulip,2,890,19.5
o005873,Rose,1,230,18.0
o005874,Orchid,2,790,18.0
o005875,Tulip,2,410,15.5
o005876,Rose,1,990,15.0
o005877,Orchid,2,180,17.5
o005878,Rose,2,350,13.0
o005879,Rose,2,710,18.5
o005880,Rose,1,970,16.0
o005881,Lotus,1,260,14.5
o005882,Lavender,1,650,17.5
o005883,Lavender,2,570,15.5
o005884,Orchid,1,940,13.5
o005885,Lavender,2,370,17.5
o005886,Tulip,1,330,11.5
o005887,Lavender,1,780,10.0
o005888,Orchid,1,450,13.0
o005889,Orchid,2,30,12.5
o005890,Orchid,1,510,12.0
o005891,Lotus,2,220,10.5
o005892,Lotus,1,840,12.5
o005893,Lavender,1,790,10.5
o005894,Lotus,2,600,12.0
o005895,Rose,2,980,14.0
o005896,Rose,1,80,17.5
o005897,Orchid,2,130,19.0
o005898,Lavender,1,350,15.5
o005899,Lavender,1,80,19.5
o005900,Tulip,2,130,12.0
o005901,Lavender,2,700,17.0
o005902,Rose,2,200,16.0
o005903,Lotus,2,270,12.5
o005904,Lavender,2,110,17.5
o005905,Lotus,1,240,14.5
o005906,Rose,2,890,13.0
o005907,Lavender,2,130,11.5
o005908,Orchid,1,50,13.0
o005909,Lotus,2,680,16.5
o005910,Rose,2,280,10.5
o005911,Tulip,1,200,18.5
o005912,Tulip,2,890,12.5
o005913,Rose,1,1000,10.5
o005914,Rose,2,1000,13.5
o005915,Tulip,2,930,12.0
o005916,Rose,2,260,16.5
o005917,Orchid,1,20,15.0
o005918,Tulip,2,780,15.0
o005919,Rose,1,130,17.5
o005920,Lavender,1,430,19.0
o005921,Rose,1,600,13.0
o005922,Orchid,2,120,13.0
o005923,Rose,2,220,12.5
o005924,Rose,1,270,18.5
o005925,Tulip,1,960,18.0
o005926,Tulip,1,840,16.0
o005927,Tulip,1,240,11.5
o005928,Rose,2,410,14.0
o005929,Tulip,1,640,11.5
o005930,Orchid,1,710,11.0
o005931,Tulip,1,590,14.0
o005932,Lotus,1,530,10.5
o005933,Lavender,1,980,14.5
o005934,Lotus,1,240,15.5
o005935,Lavender,1,830,16.0
o005936,Rose,1,440,12.5
o005937,Lavender,2,970,11.0
o005938,Lavender,1,750,14.0
o005939,Lotus,2,610,12.5
o005940,Tulip,1,270,12.5
o005941,Tulip,2,410,11.5
o005942,Lavender,1,610,16.5
o005943,Rose,2,780,14.5
o005944,Orchid,1,870,12.0
o005945,Lotus,2,890,15.5
o005946,Orchid,2,150,16.0
o005947,Rose,1,140,11.5
o005948,Orchid,1,410,18.5
o005949,Orchid,1,220,16.5
o005950,Orchid,2,970,14.5
o005951,Orchid,2,330,17.5
o005952,Orchid,2,660,16.5
o005953,Lavender,1,600,16.0
o005954,Rose,1,650,18.0
o005955,Lotus,2,590,14.0
o005956,Rose,1,570,18.5
o005957,Rose,1,740,10.5
o005958,Tulip,2,800,19.0
o005959,Lavender,1,560,14.5
o005960,Rose,1,520,19.0
o005961,Orchid,1,510,19.5
o005962,Lavender,1,420,13.5
o005963,Lotus,2,660,16.5
o005964,Lotus,2,60,18.0
o005965,Lavender,1,290,19.0
o005966,Orchid,2,410,14.0
o005967,Tulip,1,190,10.0
o005968,Lavender,1,220,13.0
o005969,Tulip,1,20,15.5
o005970,Lotus,1,270,13.0
o005971,Rose,1,30,10.0
o005972,Orchid,2,320,14.5
o005973,Tulip,2,310,19.0
o005974,Rose,1,10,18.0
o005975,Orchid,1,160,14.0
o005976,Rose,2,10,10.0
o005977,Orchid,1,500,19.0
o005978,Lavender,1,180,17.5
o005979,Lavender,2,950,19.0
o005980,Orchid,2,950,19.5
o005981,Rose,2,20,18.5
o005982,Lotus,2,700,11.0
o005983,Orchid,2,620,14.0
o005984,Tulip,1,60,10.5
o005985,Rose,2,880,13.5
o005986,Lavender,2,160,11.5
o005987,Lavender,2,110,11.5
o005988,Orchid,1,410,11.0
o005989,Orchid,2,890,14.0
o005990,Lotus,1,980,19.0
o005991,Lotus,1,30,13.0
o005992,Lotus,1,90,15.5
o005993,Lavender,2,980,13.5
o005994,Lotus,2,530,10.0
o005995,Tulip,2,490,19.0
o005996,Orchid,2,370,19.0
o005997,Lotus,2,560,17.0
o005998,Lavender,1,130,10.5
o005999,Orchid,1,350,10.0
o006000,Lavender,1,890,18.0
o006001,Lavender,1,840,13.5
o006002,Orchid,2,770,14.5
o006003,Rose,1,510,12.0
o006004,Rose,2,650,11.0
o006005,Tulip,2,890,15.0
o006006,Lavender,2,300,15.5
o006007,Lavender,2,400,12.5
o006008,Lavender,2,590,10.0
o006009,Rose,2,120,12.5
o006010,Orchid,1,990,18.5
o006011,Lavender,2,140,18.5
o006012,Rose,2,90,12.5
o006013,Lotus,2,730,10.0
o006014,Lotus,2,150,10.5
o006015,Rose,2,780,12.5
o006016,Lavender,1,340,16.5
o006017,Tulip,1,70,11.0
o006018,Lavender,1,670,12.0
o006019,Tulip,1,40,11.0
o006020,Lavender,1,170,19.0
o006021,Tulip,1,450,11.0
o006022,Lavender,1,840,14.0
o006023,Orchid,2,20,17.5
o006024,Tulip,2,970,15.0
o006025,Lavender,2,400,16.0
o006026,Rose,2,840,12.5
o006027,Lavender,2,540,13.5
o006028,Lotus,2,40,11.5
o006029,Orchid,1,430,13.5
o006030,Rose,2,640,13.0
o006031,Lotus,2,200,14.0
o006032,Lavender,2,720,16.5
o006033,Rose,2,530,18.5
o006034,Lavender,1,410,11.5
o006035,Lavender,2,860,12.5
o006036,Tulip,2,10,18.0
o006037,Tulip,2,910,16.0
o006038,Lotus,2,200,12.0
o006039,Lotus,1,800,17.0
o006040,Tulip,2,660,14.0
o006041,Orchid,2,610,17.0
o006042,Rose,1,750,10.5
o006043,Lavender,2,20,10.5
o006044,Tulip,1,660,14.5
o006045,Orchid,2,390,12.0
o006046,Lavender,1,410,14.0
o006047,Lavender,2,70,14.5
o006048,Tulip,2,710,12.0
o006049,Rose,1,120,15.0
o006050,Tulip,2,780,15.5
o006051,Lavender,2,330,19.0
o006052,Lavender,1,520,14.0
o006053,Lotus,1,990,11.5
o006054,Rose,2,1000,13.0
o006055,Orchid,1,680,12.0
o006056,Tulip,1,10,16.5
o006057,Lavender,2,290,15.0
o006058,Orchid,2,650,18.0
o006059,Lavender,1,680,18.0
o006060,Lotus,2,690,10.0
o006061,Tulip,2,340,10.0
o006062,Lotus,1,130,10.5
o006063,Lavender,1,210,15.5
o006064,Lotus,1,850,14.0
o006065,Rose,1,320,10.0
o006066,Rose,2,70,14.5
o006067,Orchid,2,10,13.5
o006068,Tulip,1,130,18.0
o006069,Tulip,1,80,13.0
o006070,Lavender,1,900,13.0
o006071,Rose,2,710,19.0
o006072,Orchid,1,110,11.0
o006073,Lotus,1,20,13.0
o006074,Lotus,2,150,13.5
o006075,Rose,2,960,11.5
o006076,Orchid,2,980,18.5
o006077,Tulip,1,1000,11.5
o006078,Tulip,1,980,15.5
o006079,Orchid,1,930,18.0
o006080,Lotus,1,750,14.5
o006081,Tulip,2,470,10.0
o006082,Rose,1,270,17.0
o006083,Lotus,1,440,18.0
o006084,Lavender,1,30,17.5
o006085,Lavender,2,670,10.0
o006086,Tulip,1,1000,17.0
o006087,Orchid,1,920,13.5
o006088,Tulip,1,540,11.5
o006089,Tulip,1,710,18.0
o006090,Rose,2,200,12.0
o006091,Lavender,2,330,17.5
o006092,Tulip,1,690,13.0
o006093,Tulip,2,300,10.5
o006094,Tulip,2,720,11.5
o006095,Rose,1,370,18.5
o006096,Rose,2,460,17.0
o006097,Orchid,1,20,12.5
o006098,Lotus,2,250,12.0
o006099,Lavender,2,240,12.5
o006100,Rose,2,750,10.5
o006101,Tulip,2,710,15.5
o006102,Tulip,2,510,17.5
o006103,Rose,2,570,15.5
o006104,Rose,2,800,11.5
o006105,Lavender,2,900,12.0
o006106,Rose,2,80,11.5
o006107,Tulip,2,190,16.0
o006108,Rose,1,620,10.0
o006109,Lavender,1,470,10.5
o006110,Orchid,2,210,14.5
o006111,Lavender,1,800,18.5
o006112,Lavender,1,370,18.5
o006113,Lotus,1,290,10.0
o006114,Rose,2,140,16.5
o006115,Orchid,1,20,15.0
o006116,Lavender,1,190,11.5
o006117,Lotus,1,490,17.5
o006118,Lotus,2,900,14.5
o006119,Tulip,1,300,19.5
o006120,Lotus,1,400,18.5
o006121,Rose,1,10,15.0
o006122,Rose,1,980,14.0
o006123,Tulip,2,340,12.0
o006124,Tulip,2,160,15.0
o006125,Tulip,1,710,15.0
o006126,Lotus,1,180,18.5
o006127,Rose,2,640,15.0
o006128,Rose,1,300,19.0
o006129,Lotus,2,650,11.5
o006130,Lotus,2,340,12.0
o006131,Tulip,1,980,19.5
o006132,Tulip,1,300,16.0
o006133,Rose,1,380,14.5
o006134,Tulip,2,990,14.0
o006135,Tulip,2,600,12.0
o006136,Rose,2,90,17.0
o006137,Rose,1,590,13.0
o006138,Rose,2,160,15.5
o006139,Tulip,2,970,17.5
o006140,Orchid,1,620,10.5
o006141,Lavender,1,630,15.0
o006142,Lotus,1,680,10.0
o006143,Lavender,2,380,11.0
o006144,Lotus,2,910,17.0
o006145,Lavender,2,70,12.5
o006146,Orchid,1,430,14.0
o006147,Tulip,2,190,17.0
o006148,Lavender,2,60,17.0
o006149,Tulip,2,330,12.0
o006150,Rose,2,840,16.0
o006151,Lavender,1,620,11.0
o006152,Lavender,2,270,18.5
o006153,Tulip,2,540,12.0
o006154,Lotus,1,280,18.0
o006155,Tulip,2,780,10.5
o006156,Tulip,1,340,18.0
o006157,Orchid,2,760,13.5
o006158,Lavender,1,890,15.0
o006159,Lotus,1,340,10.0
o006160,Lotus,1,880,18.0
o006161,Orchid,1,610,13.0
o006162,Orchid,2,960,11.0
o006163,Lotus,2,550,14.0
o006164,Rose,2,250,15.0
o006165,Tulip,2,80,17.5
o006166,Orchid,2,640,15.0
o006167,Lotus,2,210,16.5
o006168,Rose,1,310,18.0
o006169,Lotus,1,240,17.5
o006170,Lavender,2,960,12.0
o006171,Tulip,1,240,10.5
o006172,Lavender,1,830,12.0
o006173,Tulip,1,140,11.0
o006174,Tulip,2,840,17.5
o006175,Tulip,1,630,11.5
o006176,Tulip,1,80,14.5
o006177,Lavender,2,150,14.5
o006178,Lotus,2,740,18.5
o006179,Lavender,1,480,12.5
o006180,Rose,2,750,10.0
o006181,Lavender,1,240,10.0
o006182,Lavender,2,730,18.5
o006183,Rose,1,350,12.5
o006184,Tulip,2,640,11.0
o006185,Rose,2,700,10.0
o006186,Rose,2,600,10.0
o006187,Lavender,1,520,13.0
o006188,Tulip,1,440,10.0
o006189,Rose,2,750,13.0
o006190,Lavender,1,530,17.0
o006191,Lavender,2,360,16.0
o006192,Orchid,1,150,17.0
o006193,Lavender,2,570,16.5
o006194,Lavender,1,700,13.5
o006195,Orchid,1,950,16.0
o006196,Lotus,2,80,12.5
o006197,Lotus,2,140,19.5
o006198,Lavender,1,170,17.0
o006199,Lavender,2,240,18.5
o006200,Rose,1,740,11.5
o006201,Tulip,1,450,10.5
o006202,Lotus,2,80,12.0
o006203,Tulip,2,580,16.0
o006204,Lotus,1,590,12.5
o006205,Orchid,2,460,13.0
o006206,Orchid,2,340,19.5
o006207,Orchid,2,30,17.0
o006208,Rose,2,390,10.0
o006209,Tulip,2,470,16.5
o006210,Rose,1,60,18.5
o006211,Rose,1,730,12.5
o006212,Orchid,1,220,12.5
o006213,Rose,2,1000,14.5
o006214,Lavender,1,360,14.0
o006215,Orchid,1,750,13.5
o006216,Lavender,1,450,13.0
o006217,Lavender,1,230,10.0
o006218,Lavender,1,460,11.0
o006219,Rose,1,480,15.0
o006220,Lotus,1,150,19.5
o006221,Lavender,2,370,15.0
o006222,Rose,1,520,19.0
o006223,Orchid,2,890,13.0
o006224,Orchid,1,970,13.5
o006225,Lavender,1,380,13.5
o006226,Tulip,1,760,16.5
o006227,Lavender,1,690,10.0
o006228,Lotus,1,160,12.0
o006229,Lotus,2,120,12.5
o006230,Orchid,1,570,15.0
o006231,Orchid,2,410,19.5
o006232,Orchid,1,80,11.5
o006233,Lavender,1,640,16.0
o006234,Lavender,1,620,17.0
o006235,Lotus,2,360,12.5
o006236,Rose,1,500,12.5
o006237,Orchid,2,830,11.0
o006238,Orchid,1,580,15.0
o006239,Orchid,1,760,12.0
o006240,Lavender,2,580,11.0
o006241,Lavender,1,620,15.5
o006242,Lavender,2,170,16.5
o006243,Lotus,2,410,12.0
o006244,Orchid,2,330,16.0
o006245,Rose,1,900,10.0
o006246,Orchid,2,160,17.0
o006247,Lavender,1,10,19.0
o006248,Orchid,1,850,18.5
o006249,Lotus,2,180,14.0
o006250,Rose,1,220,11.5
o006251,Rose,2,890,13.5
o006252,Lotus,2,20,15.0
o006253,Rose,2,270,12.0
o006254,Rose,1,390,13.5
o006255,Rose,2,630,19.0
o006256,Tulip,1,340,17.0
o006257,Orchid,1,480,14.0
o006258,Lavender,1,120,18.0
o006259,Orchid,1,910,14.0
o006260,Lotus,1,760,12.5
o006261,Rose,2,990,18.5
o006262,Tulip,2,60,16.5
o006263,Tulip,2,740,13.0
o006264,Lavender,1,970,12.5
o006265,Orchid,2,460,11.5
o006266,Lotus,1,220,15.0
o006267,Tulip,2,560,14.0
o006268,Rose,2,820,18.0
o006269,Lotus,1,950,18.5
o006270,Lavender,2,900,16.5
o006271,Tulip,1,520,12.5
o006272,Rose,2,510,17.5
o006273,Lavender,1,470,14.5
o006274,Lavender,2,950,15.5
o006275,Rose,2,220,18.5
o006276,Lavender,1,240,15.5
o006277,Rose,1,690,12.5
o006278,Lotus,2,220,14.5
o006279,Tulip,1,710,16.5
o006280,Lavender,2,240,10.0
o006281,Rose,1,210,13.5
o006282,Lotus,1,370,19.0
o006283,Orchid,1,770,10.0
o006284,Rose,2,510,12.5
o006285,Tulip,1,180,16.5
o006286,Tulip,1,340,15.0
o006287,Rose,2,560,13.0
o006288,Lavender,1,620,14.5
o006289,Rose,1,920,13.5
o006290,Orchid,1,70,11.0
o006291,Orchid,1,320,15.5
o006292,Lavender,1,180,12.5
o006293,Lotus,2,120,11.0
o006294,Orchid,1,490,10.0
o006295,Rose,2,30,18.0
o006296,Lavender,2,630,10.5
o006297,Lotus,2,360,16.0
o006298,Rose,2,80,17.5
o006299,Tulip,1,510,14.5
o006300,Lavender,2,20,10.0
o006301,Orchid,2,300,17.0
o006302,Lavender,1,350,16.5
o006303,Rose,2,550,12.0
o006304,Lavender,1,270,13.0
o006305,Tulip,1,20,19.5
o006306,Lotus,2,920,11.0
o006307,Tulip,2,180,13.0
o006308,Rose,2,450,14.0
o006309,Lotus,1,960,13.0
o006310,Tulip,1,600,17.5
o006311,Tulip,2,620,16.5
o006312,Rose,2,890,13.0
o006313,Lotus,2,240,19.5
o006314,Rose,2,550,11.0
o006315,Tulip,2,440,11.5
o006316,Orchid,2,30,11.0
o006317,Tulip,1,230,14.5
o006318,Lavender,1,220,14.5
o006319,Orchid,1,570,14.5
